Operating Unit,Indicator,Description,Fine Age,Sex,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3
Lesotho,PP_PREV,People from priority populations who completed an HIV prevention intervention,25-29,Male,,5364,,5783,,2,,,,3037,,8659,,7739,,6552,,3595,
Lesotho,PP_PREV,People from priority populations who completed an HIV prevention intervention,45-49,Male,,1111,,869,,3,,,,758,,1593,,2689,,2069,,1314,
Lesotho,PP_PREV,People from priority populations who completed an HIV prevention intervention,15-19,Female,,4012,,12279,,10724,,27333,,22800,,25731,,11210,,10688,,12160,
Lesotho,PP_PREV,People from priority populations who completed an HIV prevention intervention,15-19,Male,,621,,2188,,369,,,,3098,,1445,,1081,,1745,,1803,
Lesotho,PP_PREV,People from priority populations who completed an HIV prevention intervention,Unknown Age,Female,,4,,34,,,,,,,,,,,,,,,
Lesotho,PP_PREV,People from priority populations who completed an HIV prevention intervention,14-Oct,Unknown Sex,,1122,,16231,,4823,,15397,,10941,,17465,,10616,,9643,,13810,
Lesotho,PP_PREV,People from priority populations who completed an HIV prevention intervention,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,40-44,Female,,,,,,,,,,,,,766,354,350,389,400,429,421
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,45-49,Male,,,,,,,,,,,,,382,169,162,173,170,191,194
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,50+,Female,,,,,,,,,,,,,640,290,277,281,290,332,317
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,50+,Male,,,,,,,,,,,,,735,313,320,313,338,368,375
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,30-34,Male,,,,,,,,,,,,,807,471,450,445,419,463,466
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,35-39,Male,,,,,,,,,,,,,780,375,366,418,386,416,421
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,20-24,Female,,,,,,,,,,,,,2340,1762,1213,1345,1193,1246,1418
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,30-34,Female,,,,,,,,,,,,,1575,717,761,846,851,907,915
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,Unknown Age,Female,,,,,,,,,,,,,1,2,1,,,,
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,20-24,Male,,,,,,,,,,,,,515,324,353,264,234,318,309
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,15-19,Female,,,,,,,,,,,,,1735,1771,793,861,678,682,869
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,25-29,Male,,,,,,,,,,,,,751,465,446,432,373,432,441
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,25-29,Female,,,,,,,,,,,,,1823,798,860,959,940,1079,978
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,45-49,Female,,,,,,,,,,,,,499,215,219,236,239,272,272
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,35-39,Female,,,,,,,,,,,,,1176,515,532,576,588,698,697
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,40-44,Male,,,,,,,,,,,,,547,298,279,308,276,296,300
Lesotho,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,15-19,Male,,,,,,,,,,,,,105,67,66,59,43,84,90
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,15-19,Female,,1553,,1390,,2226,,3662,1335,1329,1737,3631,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,50+,Male,,275,,283,,397,,2026,795,303,872,530,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,35-39,Male,,430,,294,,447,,1939,734,453,1133,644,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,45-49,Female,,224,,179,,244,,1334,513,254,660,311,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,45-49,Male,,142,,112,,174,,886,368,188,519,227,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,25-29,Male,,633,,372,,671,,2222,907,669,1623,1008,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,40-44,Female,,360,,263,,346,,1867,775,353,934,509,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,40-44,Male,,239,,214,,296,,1386,543,274,774,417,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,30-34,Female,,783,,540,,784,,3443,1404,771,2009,1110,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,20-24,Female,,1903,,1373,,1993,,4737,2152,1480,3166,3204,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,Unknown Age,Female,,,,,,,,,4,,,13,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,50+,Female,,294,,236,,318,,1829,717,287,825,364,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,25-29,Female,,1074,,679,,1006,,3702,1594,1014,2523,1556,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,35-39,Female,,584,,402,,552,,2719,1140,576,1458,801,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,15-19,Male,,204,,49,,129,,313,89,144,186,191,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,30-34,Male,,619,,366,,573,,2262,878,530,1348,791,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,20-24,Male,,512,,230,,413,,1251,501,584,1147,881,,,,,,,
Lesotho,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,Unknown Age,Male,,22,,,,,,,,,,3,,,,,,,
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,40-44,Female,,146,,149,,152,,108,71,71,132,109,90,117,131,160,186,226,137
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,25-29,Male,,434,,309,,559,,343,279,436,480,380,297,380,500,647,632,754,302
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,35-39,Male,,239,,189,,270,,159,100,153,207,165,114,151,240,271,266,368,193
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,30-34,Male,,384,,277,,377,,210,143,264,313,279,213,272,359,468,440,540,276
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,Unknown Age,Female,,,,,,,,,,,,15,1,6,3,1,,,2
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,35-39,Female,,270,,255,,271,,176,127,164,250,223,173,220,299,339,349,446,310
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,45-49,Female,,93,,97,,95,,43,42,34,81,44,55,46,53,89,53,99,87
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,30-34,Female,,400,,345,,420,,260,198,248,418,392,302,410,485,573,611,813,526
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,50+,Female,,113,,145,,122,,70,38,41,45,65,47,48,49,74,78,79,61
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,20-24,Male,,423,,233,,391,,218,270,446,421,356,277,427,638,895,868,941,288
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,20-24,Female,,1584,,1220,,1651,,868,891,1065,1241,2439,991,1746,1852,1885,1965,2775,2991
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,40-44,Male,,114,,134,,150,,117,77,90,100,83,94,110,132,181,138,216,129
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,15-19,Male,,225,,44,,123,,36,61,133,56,125,67,122,311,497,420,434,130
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,15-19,Female,,1490,,1205,,1992,,625,881,1094,804,3315,954,1658,1668,1653,2055,2361,3362
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,45-49,Male,,51,,81,,83,,49,36,41,56,54,45,51,81,83,63,132,61
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,25-29,Female,,664,,494,,674,,383,377,497,763,668,458,645,776,975,1041,1390,849
Lesotho,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,50+,Male,,125,,211,,166,,90,53,43,67,85,70,59,66,85,69,90,79
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,35-39,Female,142,122,113,125,160,152,71,64,72,82,81,90,,,,371,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,20-24,Male,35,37,14,19,28,25,9,8,18,21,13,16,,,,87,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,30-34,Female,142,165,129,143,132,137,64,67,71,51,67,87,,,,353,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,9-May,Unknown Sex,8,15,9,12,12,7,4,5,8,6,7,6,,,,25,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,45-49,Female,57,80,57,88,56,80,41,32,45,42,31,44,,,,250,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,14-Oct,Unknown Sex,17,6,10,25,23,23,9,2,2,10,8,6,,,,29,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,Coarse,Unknown Sex,,,,,,,,,,,,,,,,,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,25-29,Male,86,110,96,83,102,52,36,43,58,49,29,53,,,,216,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,50+,Female,136,116,111,187,168,114,56,51,100,95,83,104,,,,499,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,Coarse,Male,,,,,,,,,,,,,,,,,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,35-39,Male,211,178,198,195,196,170,123,107,153,83,123,153,,,,476,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,15-19,Male,12,7,15,9,9,9,2,,2,4,12,5,,,,13,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,20-24,Female,57,53,45,55,42,28,24,14,20,24,27,30,,,,92,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,40-44,Female,73,79,118,114,110,87,36,36,63,45,58,74,,,,250,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,40-44,Male,165,169,170,153,158,165,93,111,117,88,92,115,,,,487,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,25-29,Female,113,123,135,103,102,76,66,37,64,38,40,60,,,,203,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,15-19,Female,15,8,14,14,11,16,19,,7,7,7,14,,,,44,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,45-49,Male,130,149,116,130,132,99,72,58,73,49,76,76,,,,358,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,Coarse,Female,,,,,,,,,,,,,,,,,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,50+,Male,284,255,336,379,336,318,147,132,282,205,203,218,,,,1192,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,30-34,Male,206,208,144,217,145,133,69,82,110,75,89,117,,,,486,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,4-Jan,Unknown Sex,8,9,8,6,5,12,12,3,4,7,10,8,,,,32,,,
Lesotho,TB_ART,TB cases with documented HIV-positive status who start or continue ART,<01,Unknown Sex,2,,2,1,4,4,,2,8,4,,5,,,,16,,,
Lesotho,TB_PREV,ART patients who completed a standard course of TB preventive therapy,15+,Male,,,,,,,,,,,,,,,,,,4051,
Lesotho,TB_PREV,ART patients who completed a standard course of TB preventive therapy,15+,Female,,,,,,,,,,,,,,,,,,6832,
Lesotho,TB_PREV,ART patients who completed a standard course of TB preventive therapy,N/A,Female,,4050,,10212,,43800,,22900,,8412,,7305,,5254,,5050,,,
Lesotho,TB_PREV,ART patients who completed a standard course of TB preventive therapy,N/A,Unknown Sex,,712,,542,,2439,,1219,,574,,411,,302,,210,,,
Lesotho,TB_PREV,ART patients who completed a standard course of TB preventive therapy,N/A,Male,,2438,,5443,,25251,,13817,,5627,,4167,,5692,,4599,,,
Lesotho,TB_PREV,ART patients who completed a standard course of TB preventive therapy,<15,Unknown Sex,,,,,,,,,,,,,,,,,,268,
Lesotho,TB_STAT,TB cases with documented HIV status,Coarse,Male,,,,,,,,,,,,,,,,,,,
Lesotho,TB_STAT,TB cases with documented HIV status,45-49,Male,156,174,137,166,184,143,84,71,97,65,87,102,137,117,89,151,144,129,120
Lesotho,TB_STAT,TB cases with documented HIV status,9-May,Unknown Sex,12,23,17,18,26,24,9,17,12,15,33,14,41,36,28,43,27,56,46
Lesotho,TB_STAT,TB cases with documented HIV status,Coarse,Unknown Sex,,,,,,,,,,,,,,,,,,,
Lesotho,TB_STAT,TB cases with documented HIV status,15-19,Female,36,36,28,36,25,38,35,15,18,26,26,27,21,19,24,52,29,32,48
Lesotho,TB_STAT,TB cases with documented HIV status,50+,Male,589,567,666,747,765,646,363,342,603,449,452,575,546,609,594,827,693,713,861
Lesotho,TB_STAT,TB cases with documented HIV status,4-Jan,Unknown Sex,20,21,21,21,28,39,17,11,9,19,42,17,22,60,55,29,47,50,57
Lesotho,TB_STAT,TB cases with documented HIV status,30-34,Male,254,271,199,269,191,209,95,129,171,124,119,165,172,192,154,157,221,156,137
Lesotho,TB_STAT,TB cases with documented HIV status,45-49,Female,63,92,71,117,68,89,44,42,54,51,39,59,60,62,75,111,70,73,69
Lesotho,TB_STAT,TB cases with documented HIV status,20-24,Female,85,99,83,87,72,61,38,37,43,36,43,41,38,38,44,79,65,72,58
Lesotho,TB_STAT,TB cases with documented HIV status,30-34,Female,176,182,148,181,160,148,77,88,97,64,91,112,92,99,94,140,133,87,81
Lesotho,TB_STAT,TB cases with documented HIV status,40-44,Male,198,203,210,194,189,200,125,133,163,119,116,154,165,143,149,169,203,220,181
Lesotho,TB_STAT,TB cases with documented HIV status,15-19,Male,35,26,29,26,30,17,14,10,11,17,17,25,15,14,22,22,21,38,22
Lesotho,TB_STAT,TB cases with documented HIV status,<01,Unknown Sex,4,4,12,5,14,20,6,4,13,11,6,14,15,25,21,15,18,21,22
Lesotho,TB_STAT,TB cases with documented HIV status,25-29,Female,153,157,157,136,133,105,77,54,78,61,68,75,60,92,64,80,81,92,76
Lesotho,TB_STAT,TB cases with documented HIV status,20-24,Male,84,89,46,62,72,44,31,38,51,55,48,43,55,48,40,67,47,49,43
Lesotho,TB_STAT,TB cases with documented HIV status,40-44,Female,79,100,131,144,127,95,45,40,75,55,74,91,67,74,76,75,89,112,54
Lesotho,TB_STAT,TB cases with documented HIV status,50+,Female,202,223,220,284,302,200,109,122,220,181,168,194,195,240,194,297,411,247,219
Lesotho,TB_STAT,TB cases with documented HIV status,35-39,Female,170,148,143,143,180,168,85,70,92,88,90,115,119,102,101,115,105,105,97
Lesotho,TB_STAT,TB cases with documented HIV status,25-29,Male,143,176,156,131,153,106,50,68,83,86,60,111,87,91,127,106,121,88,79
Lesotho,TB_STAT,TB cases with documented HIV status,14-Oct,Unknown Sex,27,22,23,37,33,43,20,13,10,25,20,25,17,24,20,37,41,53,31
Lesotho,TB_STAT,TB cases with documented HIV status,Coarse,Female,,,,,,,,,,,,,,,,,,,
Lesotho,TB_STAT,TB cases with documented HIV status,35-39,Male,272,237,227,235,238,199,138,141,199,119,163,192,166,186,142,195,247,164,168
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),15-19,Male,1952,2031,2067,2017,2024,2101,2153,2259,2320,2196,2213,2199,2139,2193,2133,2200,2222,2129,2130
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),20-24,Female,9598,9424,9396,9375,9318,9101,8759,8599,8691,7939,7903,7683,7259,6751,6721,6672,6832,6538,6369
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),65+,Male,,,,,,,,,,,,,5485,5848,5923,5956,5990,6415,6600
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),55-59,Male,,,,,,,,,,,,,6953,7062,6941,7087,7108,7331,7583
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),45-49,Male,9543,10100,10373,10367,10943,10382,10596,10480,10541,10845,11033,11198,11594,11954,12077,12240,12244,12627,12885
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),40-44,Female,16095,16952,17717,17960,18343,19185,19598,19963,19928,20553,20390,20109,20608,21453,21517,21537,21683,22513,22962
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),50-54,Female,,,,,,,,,,,,,12581,13402,13593,13233,13270,13498,13588
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),30-34,Female,21036,21050,21882,22097,22162,21945,22045,22112,22397,22396,21833,21418,20855,20652,20450,20386,20557,19860,19638
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),60-64,Female,,,,,,,,,,,,,7361,7847,7805,8065,8028,8377,8366
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),60-64,Male,,,,,,,,,,,,,4739,5114,5139,5356,5391,5611,5790
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),55-59,Female,,,,,,,,,,,,,10246,10112,10106,10213,10121,10678,10999
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),14-Oct,Unknown Sex,4287,4346,4396,4327,4179,4082,4021,4208,4141,3762,3535,3563,3531,3412,3362,3401,3368,3157,3127
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),9-May,Unknown Sex,2871,2786,2780,2749,2618,2428,2423,2421,2349,2113,2016,1961,1923,1776,1751,1697,1698,1567,1519
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),50+,Female,31310,32606,33379,33772,34630,36214,36552,36739,36939,38167,38096,38299,,,,,,,
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),25-29,Female,18564,19126,18792,18623,18678,18481,16291,16708,16318,15962,15512,15448,14765,14036,13482,13351,13524,13085,13029
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),35-39,Male,12547,12648,12551,12819,12957,13093,12950,12930,13080,13055,12926,12778,12769,12225,11937,11982,12047,11638,11574
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),15-19,Female,3193,3192,3217,3256,3261,3110,3099,3209,3326,3070,3107,3045,3056,2890,2944,2933,3038,2901,2844
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),35-39,Female,21635,21698,22129,22429,22602,23067,23196,23103,23316,23905,23960,23823,23936,23569,23510,23313,23473,23998,23926
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),20-24,Male,1910,1770,1811,1876,1820,1846,1814,1825,1823,1766,1814,1749,1775,1749,1719,1751,1816,1824,2032
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),4-Jan,Unknown Sex,1053,941,937,885,884,778,750,747,697,628,587,582,546,483,480,455,457,433,424
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),50+,Male,20556,21501,21963,22143,22853,24189,24416,24718,24828,25521,25637,25850,,,,,,,
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),<01,Unknown Sex,128,109,118,93,85,69,77,66,69,68,66,58,44,47,44,47,57,43,46
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),30-34,Male,9544,8941,8847,8856,9110,8660,8490,8518,8534,7944,7831,7685,7238,6795,6638,6609,6658,6097,5968
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),25-29,Male,5076,5136,5121,5143,5110,4376,3783,3718,3727,3377,3336,3174,2938,2715,2603,2580,2636,2483,2566
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),40-44,Male,11208,11350,11864,12290,12446,13044,13189,13489,13536,13555,13634,13609,13802,14012,13955,14035,14122,14250,14207
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),65+,Female,,,,,,,,,,,,,9178,9747,9846,10175,10245,10930,11234
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),45-49,Female,13657,13813,14240,14154,14727,14290,14757,15037,15003,15646,16211,16421,16811,17340,17133,17103,17197,17981,18284
Lesotho,TX_CURR,People currently receiving antiretroviral therapy (ART),50-54,Male,,,,,,,,,,,,,9222,9846,9777,9744,9635,9730,9856
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,45-49,Female,170,206,187,153,162,186,109,72,103,109,107,122,107,102,92,107,132,119,105
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,20-24,Female,848,1032,773,767,726,811,386,348,471,478,419,392,308,375,372,377,341,444,360
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,40-44,Male,369,440,362,359,350,358,171,163,217,202,185,177,180,213,205,231,181,232,171
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,Unknown Age,Male,,,,,,,,,,,,,,,1,,1,2,1
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,50-54,Male,,,,,,,,,,,,,,,,,67,80,59
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,30-34,Female,763,945,694,731,651,772,372,323,392,419,409,387,331,435,372,362,330,421,308
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,<01,Unknown Sex,51,41,38,26,20,29,29,24,31,16,31,24,21,28,28,20,24,19,20
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,45-49,Male,191,182,188,183,185,196,103,84,116,109,113,109,97,114,92,123,121,122,108
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,65+,Female,,,,,,,,,,,,,,,,,23,37,20
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,35-39,Female,513,651,490,483,452,482,279,250,293,328,284,305,305,302,239,285,243,331,236
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,50+,Male,337,358,298,323,337,300,225,152,221,206,183,198,174,190,165,159,,,
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,60-64,Female,,,,,,,,,,,,,,,,,23,32,29
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,4-Jan,Unknown Sex,44,56,46,32,26,42,13,13,10,26,17,22,14,20,18,13,20,24,17
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,20-24,Male,167,176,119,131,108,117,55,41,55,58,63,48,50,43,43,48,50,59,53
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,65+,Male,,,,,,,,,,,,,,,,,28,29,18
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,30-34,Male,655,666,494,528,490,489,231,189,305,271,252,261,229,265,226,270,250,264,216
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,15-19,Female,254,315,227,264,234,190,98,102,144,160,120,120,111,131,127,147,120,144,119
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,50+,Female,372,446,316,375,338,347,126,183,203,215,189,186,165,164,155,184,,,
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,55-59,Male,,,,,,,,,,,,,,,,,44,41,31
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,60-64,Male,,,,,,,,,,,,,,,,,24,21,24
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,9-May,Unknown Sex,50,45,35,37,26,21,14,6,14,14,13,10,9,14,11,17,17,18,5
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,50-54,Female,,,,,,,,,,,,,,,,,82,87,63
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,35-39,Male,542,558,506,506,496,501,257,213,271,272,263,247,244,283,236,248,278,269,204
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,14-Oct,Unknown Sex,40,58,47,45,31,39,20,10,21,18,17,17,20,24,18,17,11,28,12
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,25-29,Male,427,425,350,349,298,359,150,125,175,155,154,170,136,119,132,145,146,176,119
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,15-19,Male,42,33,20,30,33,23,10,7,13,11,23,2,9,12,13,10,16,11,13
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,Unknown Age,Female,,,,,,,,,,,1,,,,,,,,
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,25-29,Female,921,1066,806,892,795,944,454,390,474,540,426,456,392,443,432,411,381,473,392
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,40-44,Female,358,372,343,315,301,338,185,143,192,196,176,182,156,199,173,179,190,205,163
Lesotho,TX_NEW,People newly enrolled on antiretroviral therapy,55-59,Female,,,,,,,,,,,,,,,,,45,39,35
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",14-Oct,Unknown Sex,5708,5909,6137,7006,6755,6865,6706,7007,6926,6288,6206,6398,6353,6117,5757,6133,5995,5738,5712
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",55-59,Male,,,,,,,,,,,,,,,,,12955,13458,14104
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",15-19,Male,2590,2768,2936,3192,3082,3499,3588,3706,3927,3663,3910,3880,3864,3859,3648,3840,3937,3862,3871
